component,ruleTypeId,ruleTypeName,entity,attribute,fieldType,label,source
dcallocation,OrderCriteria,OrderCriteria,,customerId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,deliveryEndDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,deliveryStartDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedEquipmentTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedShipmentId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedShipVia,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedStopSequenceNumber,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,destinationAddress,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,destinationDockId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,destinationFacility,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,destinationFacilityId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemList,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,mustShipTogetherId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderLineList,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderNoteList,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderPlacedDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderProcessTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderType,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,originAddress,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,originDockId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,originFacilityId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,pickupEndDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,pickupStartDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,pipelineId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,planningTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,prePackTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,preShipConfirmed,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,preShipConfirmRequired,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,priority,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,reservedFor,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,residentialDestination,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,singleLineOrder,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,singleUnitOrder,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,transportationResponsibilityId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,allocateSingleBatch,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,allocationSourceId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,assignedCarrierId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,assignedShipmentId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,assignedShipViaId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,assignedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,assortNumber,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,batchNumber,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,cancelQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,commodityCodeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,containerTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,countryOfOriginId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,customerItemNumber,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,deliveryEndDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,deliveryStartDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,description,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedShipmentId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedShipViaId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedStopId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,designatedStopSequenceNumber,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,fullOlpnShort,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,gift,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,hazardousMaterial,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,hazardousMaterialId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,hotOrder,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemAttribute1,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemAttribute2,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemAttribute3,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemAttribute4,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemAttribute5,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,itemId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,merchandizeGroupId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,merchandizeTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,merchandizingDepartmentId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,nmfcFreightClassId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderedQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,orderId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,originalOrderedQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,originalOrderPlanningRunId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,pickupEndDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,pickupStartDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,prePackGroupCode,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,prePackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,priority,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,productClassId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,productStatusId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,quantityUomId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,referenceOrder,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,referenceOrderLine,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,requiredPackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,requiredShelfDays,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,resourceGroupId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,scheduledDeliveryEndDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,scheduledPickupDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,shippedQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,shortageLine,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,shortedOlpnId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,storeDepartment,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,volume,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,volumeUomId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,weight,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,weightUomId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,workResourceId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,noteCodeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,noteTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,address1,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,address2,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,address3,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,city,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,country,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,county,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,email,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,firstName,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,lastName,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,phone,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,postalCode,,,ruleTypeAvailableAttributeXref
dcallocation,OrderCriteria,OrderCriteria,,state,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,conditionCodeId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,expirationDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,lpn,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,manufacturedDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,status,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,allocatedQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,batchNumber,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,conditionCodeList,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,consumptionPriorityDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,cycleCountPending,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,expirationDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,ilpn,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryContainerId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryContainerTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,item,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,itemId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,lastLocatedDateTime,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,location,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,manufacturedDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,onHandQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,packQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,productStatusId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,subPackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,toBeFilledQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,climateControlId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,color,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,colorSuffix,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,commodityCode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,conveyable,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,criticalDimension1,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,criticalDimension2,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,criticalDimension3,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,currencyCode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,description,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,dimensionUomId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,displayUomId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,facilityId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,hazardousMaterialId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,hazmat,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,height,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,itemGtin,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,itemId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,length,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,monetaryValue,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,monetaryValueCurrencyCode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,monetaryValueSizeUomId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,nmfcFreightClassId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,primaryBarCode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,productLifeInDays,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,season,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,seasonYear,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,secondDimension,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,serialNumberTrackType,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,sizeCode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,sizeDescription,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardBundleWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardLpnWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPackWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardPalletWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardSubPackWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierLength,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierVolume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierWeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,standardTierWidth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,storeDepartment,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,style,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,styleSuffix,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackBatchNumber,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackCountryOfOrigin,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackExpiryDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackInventoryType,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackItemAttribute1,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackItemAttribute2,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackItemAttribute3,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackItemAttribute4,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackItemAttribute5,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackPackQuantity,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackProductStatus,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,trackShipByDate,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,unitCost,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,unitPrice,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,vendorId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,volume,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,volumeUomId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,weight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,weightUomId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,width,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,aisle,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,area,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,bay,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,displayLocation,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,isReplenishable,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationBarcode,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationDepth,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationElevation,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationHeight,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationId,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationLevel,,,ruleTypeAvailableAttributeXref
dcallocation,AllocationInventoryCriteria,AllocationInventoryCriteria,,locationTypeId,,,ruleTypeAvailableAttributeXref
